timestamp,laplacian_variance,blur_bool,entropy,brightness,contrast,brightness_contrast_ratio,disparity_mean,disparity_var,disparity_std,disparity_min,disparity_max,w_x,w_y,w_z,a_x,a_y,a_z,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,b_vx,b_vy,b_vz, b_ax,b_ay,b_az,success
1.40371588833406E+018,273.174861199213,False,7.015299,119.182998116135,56.8391452591093,2.09684712134256,1.68243572695035,61.0160710553354,7.81127845204198,0,111,-0.002792526803191,0.025830872929516,0.077492618788548,9.08749566666667,0.457643666666667,-3.64480491666667,0.898029,2.028208,0.955711,0.051153,0.827881,-0.050831,0.556249,0.005925,-0.011939,-0.007347,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588838406E+018,272.710227787833,False,7.014884,119.253197030142,56.8214036422511,2.09873726071539,1.60805109984486,54.1438428842461,7.35824998788748,0,111,-0.002094395102393,0.018849555921539,0.078190750489346,9.06297904166667,0.400438208333333,-3.62028829166667,0.898059,2.028148,0.955674,0.051146,0.827886,-0.050832,0.556242,0.005799,-0.011837,-0.00733,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588843406E+018,272.782936901374,False,7.0148396,119.220101950355,56.8315325026792,2.09778087445969,1.68736788702349,61.4874392395795,7.8413926849495,0,111,-0.000698131700798,0.023038346126325,0.076794487087751,9.08749566666667,0.384093791666667,-3.66114933333333,0.898305,2.027639,0.95535,0.051138,0.82791,-0.050863,0.556205,0.004145,-0.008787,-0.005717,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588848406E+018,272.495259615022,False,7.0145698,119.25429964539,56.828908709887,2.09847949490261,1.63982885915337,59.4182532390785,7.70832363351971,0,111,-0.002792526803191,0.014660765716752,0.074700091985357,9.144701125,0.400438208333333,-3.6284605,0.898479,2.027255,0.955092,0.051116,0.827938,-0.050852,0.556166,0.002847,-0.006751,-0.004012,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588853406E+018,273.308126075299,False,7.0145507,119.217492242908,56.8463368745215,2.09718864570042,1.70684805795656,60.5094655803808,7.77878303980647,0,111,0,0.017453292519943,0.078190750489346,9.095667875,0.433127041666667,-3.652977125,0.898602,2.027007,0.954911,0.051051,0.827945,-0.05086,0.556161,0.001991,-0.004085,-0.002911,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588858406E+018,273.269615815044,False,7.014462,119.341616799645,56.8306612796447,2.09995122549085,1.66855243655807,59.282171332104,7.69949162815988,0,111,-0.004886921905584,0.020245819323134,0.076794487087751,9.06297904166667,0.408610416666667,-3.63663270833333,0.898682,2.026851,0.954783,0.051068,0.827987,-0.050866,0.556095,0.001055,-0.002586,-0.001758,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588863406E+018,271.976085794822,False,7.01437,119.228332779255,56.8466204242501,2.09736888295991,1.61799091312057,55.0513386433336,7.41965893039118,0,111,-0.002094395102393,0.02164208272473,0.080285145591739,9.06297904166667,0.375921583333333,-3.6284605,0.898715,2.026779,0.95472,0.051058,0.827996,-0.050908,0.55608,0.000394,-0.000815,-0.000376,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588868406E+018,273.490081131168,False,7.013772,119.304995013298,56.8271662354014,2.09943593736643,1.67449838624778,59.3643751271479,7.70482804007643,0,111,-0.002792526803191,0.023038346126325,0.076096355386953,9.12835670833333,0.384093791666667,-3.66932154166667,0.898716,2.026764,0.954709,0.051072,0.828017,-0.050898,0.556048,-0.000331,-0.000175,6.5E-05,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588873406E+018,273.449259032029,False,7.0134897,119.300024933511,56.8408630114766,2.09884260394539,1.63390888187057,56.7857893915202,7.53563463760818,0,111,0.000698131700798,0.018151424220741,0.078888882190144,9.10384008333333,0.375921583333333,-3.67749375,0.898683,2.026782,0.954707,0.05103,0.828029,-0.050918,0.556031,-0.001022,0.000391,4E-06,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
1.40371588878406E+018,273.054184851765,False,7.0141387,119.296539782801,56.8441041501672,2.09866162139967,1.68647789921321,59.8197059843956,7.73432000788664,0,111,0.000698131700798,0.023038346126325,0.080285145591739,9.10384008333333,0.416782625,-3.62028829166667,0.898623,2.026821,0.954716,0.051031,0.828058,-0.050893,0.55599,-0.001218,0.000877,0.000458,-0.002341,0.021815,0.076602,-0.022808,0.177689,0.090354,1
