timestamp,laplacian_variance,blur_bool,entropy,brightness,contrast,brightness_contrast_ratio,disparity_mean,disparity_var,disparity_std,disparity_min,disparity_max,w_x,w_y,w_z,a_x,a_y,a_z,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,b_vx,b_vy,b_vz, b_ax,b_ay,b_az
1.40363658076356E+018,240.672147735071,False,7.739835,138.605920323582,82.0700862281223,1.68887260503556,4.41135669464761,282.232086595165,16.7997644803481,0,111,-0.137531945057153,0.259704992696756,-0.056548667764616,10.6892485,-0.286027291666667,-4.64998654166667,4.688177,-1.78677,0.78735,0.53464,-0.15299,-0.826976,-0.082863,-0.029272,0.033992,0.804771,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658081356E+018,244.653718057992,False,7.742466,133.181781914894,83.8914640335569,1.58754866718765,5.86108865940825,384.246466347321,19.602205650062,0,111,-0.177325452002624,0.293913446035845,-0.06771877497738,10.027299625,-0.326888333333333,-4.42933691666667,4.688319,-1.786938,0.783338,0.534108,-0.153029,-0.827383,-0.082152,-0.027876,0.033207,0.800006,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658086356E+018,241.069295774212,False,7.712708,125.152177526596,85.4379735613186,1.46483082767377,7.31482556931516,480.767819054185,21.926418290596,0,111,-0.252025543987981,0.337197611485304,-0.073303828583762,8.71974629166667,-0.14709975,-4.045243125,4.687579,-1.786059,0.80354,0.536768,-0.152768,-0.825314,-0.086049,-0.029255,0.036089,0.811225,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658091356E+018,263.666357601095,False,7.679714,117.164389406028,85.7217455961777,1.3667989212209,7.92464989195479,509.546006174002,22.5731257510785,0,111,-0.148003920569119,0.328121899374934,0,9.01394579166667,-0.506676916666667,-3.68566595833333,4.686208,-1.784735,0.843777,0.541956,-0.152228,-0.821204,-0.093543,-0.030048,0.013868,0.801131,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658096356E+018,295.075412051192,False,7.6464496,109.567927194149,84.789401355721,1.29223612199446,7.79634516289894,461.317615287826,21.478305689412,0,111,-0.071907565182166,0.308574211752597,-0.033510321638291,8.115002875,0.220649625,-3.54673841666667,4.684712,-1.784429,0.883348,0.547733,-0.151265,-0.817072,-0.097593,-0.023681,0.001961,0.773114,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658101356E+018,317.768301186862,False,7.6010504,103.348656360816,83.800756594879,1.23326638756304,7.4804443359375,400.99532339564,20.0248676249218,0,111,0.039095375244673,0.280648943720688,0.127758101245985,8.065969625,-0.032688833333333,-3.12995579166667,4.683646,-1.784502,0.920697,0.553298,-0.149681,-0.813376,-0.099524,-0.021491,-0.007571,0.71811,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658106356E+018,336.094721139486,False,7.5537457,98.5133311170213,83.0690228363985,1.18592139107065,7.42205334386082,374.216310066179,19.344671361028,0,111,0.002792526803191,0.271573231610318,0.038397243543875,8.37651354166667,0.4903325,-3.25253891666667,4.682709,-1.784758,0.955649,0.558956,-0.149126,-0.809612,-0.09945,-0.01179,0.002961,0.68041,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075593
1.40363658111356E+018,317.623265318783,False,7.5058994,94.3327293882979,82.1914088500772,1.14772006841211,6.9896778728945,330.259879086622,18.1730536533248,0,111,-0.060039326268605,0.328121899374934,0.238062909972027,8.15586391666667,0.024516625,-2.90930616666667,4.681407,-1.783794,0.98849,0.564328,-0.149483,-0.80569,-0.100275,-0.019384,0.013121,0.627241,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594
1.40363658116356E+018,333.858238771637,False,7.4548225,89.5762051196808,80.7453529842493,1.10936669181636,6.91880869763963,309.467085424995,17.5916765950547,0,111,0.013962634015955,0.330216294477327,0.115191730631626,7.90252545833333,0.44129925,-3.02371708333333,4.680835,-1.783124,1.01842,0.570891,-0.151428,-0.800702,-0.100201,0.00112,0.01728,0.569879,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594
1.40363658121356E+018,311.84774189481,False,7.406227,84.6753823138298,78.5911384756262,1.07741641050397,6.56260579427083,271.872824962056,16.4885664920288,0,111,-0.05235987755983,0.376991118430775,0.235270383168836,8.115002875,-0.261510666666667,-2.79489525,4.680859,-1.781779,1.045163,0.577486,-0.15241,-0.795704,-0.100706,0.006551,0.020837,0.499027,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594
