timestamp,laplacian_variance,blur_bool,entropy,brightness,contrast,brightness_contrast_ratio,disparity_mean,disparity_var,disparity_std,disparity_min,disparity_max,w_x,w_y,w_z,a_x,a_y,a_z,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,b_vx,b_vy,b_vz, b_ax,b_ay,b_az
1.41339388715576E+018,130.642980892438,False,7.535081,122.751354720745,86.1076749775649,1.42555648788249,5.35083180961879,118.151961778831,10.8697728485388,0,111,0,0.036302848441482,0.076794487087751,9.13652891666667,-0.261510666666667,-2.90113395833333,-1.00213,0.479295,1.329533,0.592159,0.022329,-0.805155,0.023984,-0.030207,-0.001419,-0.001998,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388720576E+018,130.362069475419,False,7.5081005,122.890661015071,86.234721506876,1.4250716981242,5.27204711048316,116.311570446071,10.7847842095274,0,111,0.023736477827123,0.018849555921539,0.072605696882964,9.635033625,-0.2941995,-2.93382279166667,-1.001979,0.479302,1.329542,0.592166,0.022374,-0.805147,0.024019,-0.030488,-0.001274,-0.001586,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388725576E+018,131.197620993348,False,7.550582,122.347966533688,85.5440381315375,1.43023370425369,5.26641698526153,115.828360039887,10.7623584794359,0,111,0.016057029118348,0.010471975511966,0.078190750489346,9.26728425,0.351404958333333,-3.15447241666667,-1.00285,0.479193,1.329477,0.592105,0.022393,-0.805188,0.024127,-0.027244,-0.004877,-0.003205,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388730576E+018,132.488022125691,False,7.4804087,124.682607491135,87.3638207269637,1.42716523217091,5.37754910516401,123.752450426826,11.1244078685935,0,111,-0.022340214425528,0.023736477827123,0.090058989402907,9.21007879166667,0.286027291666667,-2.99102825,-1.004046,0.479058,1.329319,0.592031,0.022403,-0.805243,0.024096,-0.020359,-0.000477,-0.00205,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388735576E+018,133.037125320331,False,7.498418,124.650601174645,86.9511112517888,1.43357111116945,5.33992045517509,119.174017061613,10.9166852598036,0,111,-0.025830872929516,0.031415926535898,0.081681408993335,9.095667875,-0.277855083333333,-3.04823370833333,-1.004928,0.478968,1.329265,0.592038,0.022273,-0.805243,0.024065,-0.013386,0.000842,-0.00089,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388740576E+018,132.661478984091,False,7.51521,124.063106715426,86.7744406825757,1.42971946277652,5.41989451739805,122.610277006064,11.0729524972368,0,111,-0.004886921905584,0.02164208272473,0.084473935796526,9.684066875,-0.318716125,-3.07275033333333,-1.005525,0.478939,1.329155,0.591966,0.022188,-0.8053,0.023998,-0.008184,0.000732,-0.001029,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388745576E+018,130.024355471574,False,7.511403,122.689746786348,86.2301291488003,1.42281761604035,5.41103273215869,120.176983883493,10.9625263458517,0,111,0.020943951023932,0.01535889741755,0.082379540694132,9.17738995833333,-0.457643666666667,-2.8439285,-1.005917,0.478907,1.329184,0.591883,0.02216,-0.805358,0.024105,-0.002884,-0.002412,0.000973,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388750576E+018,131.33050845554,False,7.553376,122.194024268617,85.3799483088528,1.43117941260158,5.27162531859486,116.040111504297,10.7721915831597,0,111,0.029321531433505,0.022340214425528,0.073303828583762,9.30814529166667,0.114410916666667,-3.015544875,-1.006093,0.47887,1.329181,0.59183,0.022244,-0.805393,0.024175,0.000581,-0.002815,0.000753,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388755576E+018,129.700612226611,False,7.523443,122.643098958333,86.1767569271373,1.423157511741,5.36199284546764,119.793778344907,10.9450344149714,0,111,-0.009773843811168,0.035604716740684,0.092153384505301,9.56148375,0.580226791666667,-3.064578125,-1.006159,0.478909,1.329283,0.591835,0.022221,-0.805387,0.024274,0.003004,0.003292,0.001953,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388760576E+018,128.548650715777,False,7.534767,122.361812943262,85.9249265661669,1.42405490272997,5.27384249639849,118.936807939174,10.9058153266583,0,111,-0.009075712110371,0.020245819323134,0.06771877497738,9.50427829166667,-0.645604458333333,-2.819411875,-1.006091,0.479048,1.329476,0.59189,0.022185,-0.805356,0.024005,0.007589,0.002799,0.01084,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388765576E+018,129.246622481769,False,7.53841,122.043110039894,85.7477344882714,1.42328086879761,5.2770322542664,115.709899406259,10.7568536016002,0,111,0.01535889741755,0.011170107212764,0.032114058236696,8.63802420833333,-0.302371708333333,-2.6477955,-1.005884,0.479077,1.329793,0.592153,0.021899,-0.805163,0.024254,0.007633,-0.003092,-0.00093,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
1.41339388770576E+018,129.148745342282,False,7.54362,122.232369237589,85.9077662262099,1.42283258670386,5.22296359014849,114.284364431357,10.690386542654,0,111,-0.007679448708775,0.042586033748662,0.06771877497738,9.98643858333333,-0.498504708333333,-3.29339995833333,-1.005742,0.479039,1.329607,0.59197,0.021833,-0.805297,0.024337,0.006625,-5.9E-05,0.002414,-0.001384,0.025818,0.078872,0.003361,0.036571,0.089192
